productdepartment,order_date,productcategory,productname,orderquantity,profit,date,warehouseinventory,inventorycostperunit,month_of_supply
Outdoors,2017-06,Women's Golf Clubs,TaylorMade White Smoke IN-12 Putter,12.0,534.0,2017-06,16,1.699,1.33
Outdoors,2017-07,Golf Apparel,Cleveland Golf Women's 588 RTX CB Satin Chrom,1.0,31.0,2017-07,0,1.551,0.0
Outdoors,2017-07,Golf Bags & Carts,Ogio Race Golf Shoes,2.0,164.0,2017-07,4,0.625,2.0
Outdoors,2017-07,Golf Gloves,TaylorMade 2017 Purelite Stand Bag,2.0,170.0,2017-07,1,2.149,0.5
Outdoors,2017-07,Golf Gloves,Titleist Small Wheeled Travel Cover,1.0,112.0,2017-07,0,2.002,0.0
Outdoors,2017-07,Golf Shoes,LIJA Women's Argyle Golf Polo,10.0,536.0,2017-07,20,0.172,2.0
Outdoors,2017-07,Golf Shoes,LIJA Women's Button Golf Dress,3.0,144.0,2017-07,3,0.281,1.0
Outdoors,2017-07,Golf Shoes,LIJA Women's Eyelet Sleeveless Golf Polo,5.0,143.0,2017-07,8,0.333,1.6
Outdoors,2017-07,Golf Shoes,LIJA Women's Mid-Length Panel Golf Shorts,8.0,363.0,2017-07,1,0.714,0.12
Outdoors,2017-07,Kids' Golf Clubs,Fitbit The One Wireless Activity & Sleep Trac,7.0,234.0,2017-07,7,0.492,1.0
Outdoors,2017-07,Kids' Golf Clubs,GolfBuddy VT3 GPS Watch,4.0,252.0,2017-07,2,1.205,0.5
Outdoors,2017-07,Kids' Golf Clubs,Mio ALPHA Heart Rate Monitor/Sport Watch,1.0,96.0,2017-07,0,0.124,0.0
Outdoors,2017-07,Kids' Golf Clubs,Polar FT4 Heart Rate Monitor,2.0,173.0,2017-07,4,0.4,2.0
Outdoors,2017-07,Kids' Golf Clubs,Polar Loop Activity Tracker,2.0,108.0,2017-07,2,2.336,1.0
Outdoors,2017-07,Men's Golf Clubs,Merrell Men's All Out Flash Trail Running Sho,4.0,212.0,2017-07,1,1.482,0.25
Outdoors,2017-07,Men's Golf Clubs,Merrell Women's Grassbow Sport Hiking Shoe,19.0,1410.0,2017-07,15,0.706,0.79
Outdoors,2017-07,Men's Golf Clubs,Merrell Women's Grassbow Sport Waterproof Hik,3.0,180.0,2017-07,3,0.45,1.0
Outdoors,2017-07,Men's Golf Clubs,Merrell Women's Siren Mid Waterproof Hiking B,3.0,177.0,2017-07,0,2.34,0.0
Outdoors,2017-07,Trade-In,Garmin Approach S3 Golf GPS Watch,2.0,242.0,2017-07,1,2.32,0.5
Outdoors,2017-07,Trade-In,Glove It Women's Mod Oval 3-Zip Carry All Gol,2.0,43.0,2017-07,4,2.2,2.0
Outdoors,2017-07,Women's Golf Clubs,Cleveland Golf Collegiate My Custom Wedge 588,1.0,97.0,2017-07,2,1.065,2.0
Outdoors,2017-07,Women's Golf Clubs,TaylorMade White Smoke IN-12 Putter,6.0,356.0,2017-07,2,1.785,0.33
Outdoors,2017-08,Golf Apparel,Cleveland Golf Women's 588 RTX CB Satin Chrom,1.0,31.0,2017-08,1,0.285,1.0
Outdoors,2017-08,Golf Apparel,TaylorMade Women's RBZ SL Rescue,1.0,63.0,2017-08,2,1.106,2.0
Outdoors,2017-08,Golf Bags & Carts,Ogio Race Golf Shoes,6.0,492.0,2017-08,1,0.553,0.17
Outdoors,2017-08,Golf Gloves,Bag Boy M330 Push Cart,5.0,188.0,2017-08,2,1.059,0.4
Outdoors,2017-08,Golf Gloves,Clicgear 8.0 Shoe Brush,4.0,16.0,2017-08,4,0.998,1.0
Outdoors,2017-08,Golf Gloves,TaylorMade 2017 Purelite Stand Bag,2.0,170.0,2017-08,0,1.682,0.0
Outdoors,2017-08,Golf Gloves,Titleist Small Wheeled Travel Cover,2.0,224.0,2017-08,1,1.052,0.5
Outdoors,2017-08,Golf Shoes,LIJA Women's Argyle Golf Polo,3.0,134.0,2017-08,4,1.51,1.33
Outdoors,2017-08,Golf Shoes,LIJA Women's Mid-Length Panel Golf Shorts,5.0,242.0,2017-08,9,0.188,1.8
Outdoors,2017-08,Kids' Golf Clubs,Fitbit The One Wireless Activity & Sleep Trac,4.0,234.0,2017-08,5,1.617,1.25
Outdoors,2017-08,Kids' Golf Clubs,GolfBuddy VT3 GPS Watch,1.0,63.0,2017-08,1,2.272,1.0
Outdoors,2017-08,Kids' Golf Clubs,Mio ALPHA Heart Rate Monitor/Sport Watch,1.0,96.0,2017-08,0,0.418,0.0
Outdoors,2017-08,Kids' Golf Clubs,Polar FT4 Heart Rate Monitor,3.0,173.0,2017-08,4,0.609,1.33
Outdoors,2017-08,Kids' Golf Clubs,Polar Loop Activity Tracker,3.0,162.0,2017-08,5,0.522,1.67
Outdoors,2017-08,Men's Golf Clubs,Merrell Women's Grassbow Sport Hiking Shoe,3.0,470.0,2017-08,0,2.058,0.0
Outdoors,2017-08,Men's Golf Clubs,Merrell Women's Grassbow Sport Waterproof Hik,2.0,120.0,2017-08,4,1.711,2.0
Outdoors,2017-08,Men's Golf Clubs,Merrell Women's Siren Mid Waterproof Hiking B,3.0,177.0,2017-08,4,1.804,1.33
Outdoors,2017-08,Trade-In,Garmin Approach S3 Golf GPS Watch,2.0,242.0,2017-08,3,2.148,1.5
Outdoors,2017-08,Trade-In,Glove It Urban Brick Golf Towel,7.0,62.0,2017-08,12,1.091,1.71
Outdoors,2017-08,Women's Golf Clubs,MDGolf Pittsburgh Penguins Putter,1.0,158.0,2017-08,1,2.146,1.0
Outdoors,2017-08,Women's Golf Clubs,TaylorMade White Smoke IN-12 Putter,12.0,534.0,2017-08,16,1.937,1.33
Outdoors,2017-09,Golf Apparel,TaylorMade Women's RBZ SL Rescue,2.0,126.0,2017-09,4,1.134,2.0
Outdoors,2017-09,Golf Apparel,Top Flite Women's 2017 XL Hybrid,4.0,47.0,2017-09,4,0.764,1.0
Outdoors,2017-09,Golf Gloves,Bag Boy Beverage Holder,1.0,59.0,2017-09,1,0.602,1.0
Outdoors,2017-09,Golf Gloves,Bag Boy M330 Push Cart,3.0,188.0,2017-09,4,1.395,1.33
Outdoors,2017-09,Golf Gloves,TaylorMade 2017 Purelite Stand Bag,3.0,255.0,2017-09,0,0.125,0.0
Outdoors,2017-09,Golf Gloves,Titleist Club Glove Travel Cover,3.0,423.0,2017-09,3,0.981,1.0
Outdoors,2017-09,Golf Gloves,Titleist Small Wheeled Travel Cover,1.0,112.0,2017-09,0,2.072,0.0
Outdoors,2017-09,Golf Shoes,LIJA Women's Argyle Golf Polo,6.0,268.0,2017-09,4,1.508,0.67
Outdoors,2017-09,Golf Shoes,LIJA Women's Mid-Length Panel Golf Shorts,3.0,121.0,2017-09,3,0.827,1.0
Outdoors,2017-09,Kids' Golf Clubs,Fitbit The One Wireless Activity & Sleep Trac,5.0,234.0,2017-09,1,2.043,0.2
Outdoors,2017-09,Kids' Golf Clubs,Garmin Approach S4 Golf GPS Watch,3.0,126.0,2017-09,2,0.177,0.67
Outdoors,2017-09,Kids' Golf Clubs,Garmin Forerunner 910XT GPS Watch,3.0,132.0,2017-09,2,0.782,0.67
Outdoors,2017-09,Kids' Golf Clubs,GolfBuddy VT3 GPS Watch,2.0,126.0,2017-09,3,0.949,1.5
Outdoors,2017-09,Kids' Golf Clubs,Mio ALPHA Heart Rate Monitor/Sport Watch,4.0,384.0,2017-09,3,0.61,0.75
Outdoors,2017-09,Kids' Golf Clubs,Polar FT4 Heart Rate Monitor,6.0,346.0,2017-09,8,1.121,1.33
Outdoors,2017-09,Kids' Golf Clubs,Polar Loop Activity Tracker,3.0,162.0,2017-09,3,1.218,1.0
Outdoors,2017-09,Men's Golf Clubs,Merrell Men's All Out Flash Trail Running Sho,2.0,106.0,2017-09,3,2.234,1.5
Outdoors,2017-09,Men's Golf Clubs,Merrell Women's Grassbow Sport Hiking Shoe,5.0,235.0,2017-09,10,0.312,2.0
Outdoors,2017-09,Men's Golf Clubs,Merrell Women's Grassbow Sport Waterproof Hik,1.0,60.0,2017-09,0,2.127,0.0
Outdoors,2017-09,Men's Golf Clubs,Merrell Women's Siren Mid Waterproof Hiking B,1.0,59.0,2017-09,2,0.124,2.0
Outdoors,2017-09,Trade-In,Garmin Approach S3 Golf GPS Watch,1.0,121.0,2017-09,2,0.783,2.0
Outdoors,2017-10,Golf Apparel,Cleveland Golf Women's 588 RTX CB Satin Chrom,1.0,31.0,2017-10,1,0.796,1.0
Outdoors,2017-10,Golf Apparel,Top Flite Women's 2017 XL Hybrid,1.0,47.0,2017-10,2,2.037,2.0
Outdoors,2017-10,Golf Gloves,Bag Boy Beverage Holder,1.0,59.0,2017-10,0,0.142,0.0
Outdoors,2017-10,Kids' Golf Clubs,Garmin Forerunner 910XT GPS Watch,1.0,44.0,2017-10,2,0.536,2.0
Outdoors,2017-10,Men's Golf Clubs,Merrell Women's Siren Mid Waterproof Hiking B,1.0,59.0,2017-10,0,0.706,0.0
Outdoors,2017-10,Trade-In,Garmin Approach S3 Golf GPS Watch,2.0,242.0,2017-10,4,1.833,2.0
Outdoors,2017-10,Women's Golf Clubs,MDGolf Pittsburgh Penguins Putter,1.0,158.0,2017-10,1,0.747,1.0
Outdoors,2017-11,Garden,Lawn mower,45.0,11610.0,2017-11,8,0.28,0.18
Outdoors,2017-11,Kids' Golf Clubs,Polar Loop Activity Tracker,2.0,108.0,2017-11,1,1.094,0.5
Outdoors,2017-11,Men's Golf Clubs,Merrell Men's All Out Flash Trail Running Sho,1.0,53.0,2017-11,2,1.981,2.0
Outdoors,2017-11,Trade-In,Glove It Imperial Golf Towel,1.0,28.0,2017-11,2,1.87,2.0
Outdoors,2017-12,Accessories,Team Golf Texas Longhorns Putter Grip,1.0,58.0,2017-12,2,2.246,2.0
Outdoors,2017-12,Garden,Lawn mower,15.0,3870.0,2017-12,4,1.344,0.27
Outdoors,2017-12,Trade-In,Glove It Women's Mod Oval 3-Zip Carry All Gol,2.0,86.0,2017-12,2,2.162,1.0
Pet Shop,2016-02,Pet Supplies,Adult dog supplies,2.0,80.0,2016-02,3,1.043,1.5
Pet Shop,2016-03,Pet Supplies,Adult dog supplies,2.0,80.0,2016-03,2,0.676,1.0
Pet Shop,2017-11,Pet Supplies,Adult dog supplies,20.0,800.0,2017-11,19,2.292,0.95
Pet Shop,2017-12,Pet Supplies,Adult dog supplies,51.0,2040.0,2017-12,2,2.079,0.04
Technology,2015-07,Consumer Electronics,Industrial consumer electronics,1.0,123.0,2015-07,1,1.651,1.0
Technology,2015-08,Cameras,Web Camera,3.0,657.0,2015-08,6,0.271,2.0
Technology,2015-09,Cameras,Web Camera,10.0,2190.0,2015-09,5,1.284,0.5
Technology,2015-10,Cameras,Web Camera,1.0,219.0,2015-10,1,1.208,1.0
Technology,2017-06,Cameras,Web Camera,2.0,438.0,2017-06,1,1.052,0.5
Technology,2017-06,Consumer Electronics,Industrial consumer electronics,1.0,123.0,2017-06,2,1.406,2.0
Technology,2017-07,Cameras,Web Camera,7.0,1533.0,2017-07,7,1.217,1.0
Technology,2017-07,Consumer Electronics,Industrial consumer electronics,2.0,246.0,2017-07,1,1.713,0.5
Technology,2017-08,Cameras,Web Camera,2.0,438.0,2017-08,3,1.862,1.5
Technology,2017-08,Consumer Electronics,Industrial consumer electronics,2.0,246.0,2017-08,2,1.873,1.0
Technology,2017-09,Cameras,Web Camera,10.0,2190.0,2017-09,15,1.885,1.5
Technology,2017-10,Cameras,Web Camera,129.0,28251.0,2017-10,234,0.888,1.81
Technology,2017-10,Consumer Electronics,Industrial consumer electronics,18.0,2214.0,2017-10,5,0.674,0.28
Technology,2017-11,Cameras,Web Camera,27.0,5913.0,2017-11,5,1.543,0.19
Technology,2017-11,Consumer Electronics,Industrial consumer electronics,26.0,3198.0,2017-11,0,1.806,0.0
